programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,covidmealsitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,totalreimbursement
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00139,SNOOK ISD,Educational Institution,Public,6,3,026-903,BURLESON,2,0,2,2021-03-01T00:00:00.000,4640,0,6603,0,0,10486.4000,0.0000,23770.8000,0.0000,0.0000,34257.2000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00312,MEYERSVILLE ISD,Educational Institution,Public,3,3,062-906,DEWITT,1,0,1,2021-08-01T00:00:00.000,1098,0,1559,0,0,2703.8200,0.0000,6730.9800,0.0000,0.0000,9434.8000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01271,ST JOSEPH ALAMO CATHOLIC SCHOOL,Private Non Profit Organization,Private,16,1,188-,POTTER,1,0,1,2021-09-01T00:00:00.000,0,0,3528,0,0,0.0000,0.0000,15232.1400,0.0000,0.0000,15232.1400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01659,LEADERSHIP EDUCATION FOUNDATION,Educational Institution,Charter,6,3,021-805,BRAZOS,5,1,4,2021-08-01T00:00:00.000,5089,0,7021,0,0,12531.6600,0.0000,30313.1600,0.0000,0.0000,42844.8200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00881,WILDORADO ISD,Educational Institution,Public,16,1,180-904,OLDHAM,1,0,1,2021-09-01T00:00:00.000,1675,0,2617,0,0,4124.6800,0.0000,11298.8900,0.0000,0.0000,15423.5700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00910,FORT STOCKTON ISD,Educational Institution,Public,18,1,186-902,PECOS,4,4,0,2021-06-01T00:00:00.000,9015,0,13319,0,0,20373.9000,0.0000,47948.4000,0.0000,0.0000,68322.3000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00918,AMARILLO ISD,Educational Institution,Public,16,1,188-901,POTTER,20,10,10,2021-07-01T00:00:00.000,48888,0,48846,0,0,120386.7000,0.0000,210892.6000,0.0000,0.0000,331279.3000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00994,TYLER ISD,Educational Institution,Public,7,2,212-905,SMITH,28,0,28,2020-11-01T00:00:00.000,91199,0,167180,0,0,206109.7400,0.0000,601848.0000,0.0000,0.0000,807957.7400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01047,CHAPEL HILL ISD-MT. PLEASANT,Educational Institution,Public,8,2,225-906,TITUS,3,0,3,2021-08-01T00:00:00.000,1996,0,5801,0,0,4915.1400,0.0000,25045.8100,0.0000,0.0000,29960.9500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01128,WHARTON ISD,Educational Institution,Public,3,3,241-904,WHARTON,2,2,0,2021-06-01T00:00:00.000,3184,0,4263,0,0,7195.8400,0.0000,15346.8000,0.0000,0.0000,22542.6400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00683,KAUFMAN ISD,Educational Institution,Public,10,2,129-903,KAUFMAN,7,0,7,2021-08-01T00:00:00.000,12224,0,26634,0,0,30101.6000,0.0000,114992.2900,0.0000,0.0000,145093.8900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00714,SUDAN ISD,Educational Institution,Public,17,1,140-908,LAMB,2,0,2,2021-09-01T00:00:00.000,3866,0,6030,0,0,9520.0200,0.0000,26034.5200,0.0000,0.0000,35554.5400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00724,GIDDINGS ISD,Educational Institution,Public,13,4,144-901,LEE,5,1,4,2021-05-01T00:00:00.000,11626,0,23919,0,0,26274.7600,0.0000,86108.4000,0.0000,0.0000,112383.1600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00820,LORAINE ISD,Educational Institution,Public,14,1,168-902,MITCHELL,1,0,1,2020-11-01T00:00:00.000,1346,0,1600,0,0,3041.9600,0.0000,5760.0000,0.0000,0.0000,8801.9600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00839,PEWITT CONS ISD,Educational Institution,Public,8,2,172-905,MORRIS,3,0,3,2021-09-01T00:00:00.000,5448,0,12937,0,0,13415.7000,0.0000,55855.4900,0.0000,0.0000,69271.1900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00843,GARRISON ISD,Educational Institution,Public,7,3,174-903,NACOGDOCHES,1,0,1,2021-01-01T00:00:00.000,2279,0,6756,0,0,5150.5400,0.0000,24321.6000,0.0000,0.0000,29472.1400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00318,RAMIREZ CSD,Educational Institution,Public,2,5,066-005,DUVAL,1,0,1,2021-09-01T00:00:00.000,449,0,519,0,0,1105.6600,0.0000,2240.7800,0.0000,0.0000,3346.4400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00335,MIDLOTHIAN ISD,Educational Institution,Public,10,2,070-908,ELLIS,10,9,1,2021-06-01T00:00:00.000,12420,0,13511,0,0,27013.5900,0.0000,48369.3800,0.0000,0.0000,75382.9700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00434,S AND S CISD,Educational Institution,Public,10,2,091-914,GRAYSON,3,2,1,2020-11-01T00:00:00.000,6194,0,12179,0,0,12069.6300,0.0000,43844.4000,0.0000,0.0000,55914.0300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00514,ALIEF ISD,Educational Institution,Public,4,3,101-903,HARRIS,64,21,43,2021-05-01T00:00:00.000,196005,0,349129,0,0,442971.3000,0.0000,1256864.4000,0.0000,0.0000,1699835.7000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00569,MERCEDES ISD,Educational Institution,Public,1,5,108-907,HIDALGO,11,2,9,2021-07-01T00:00:00.000,5245,0,6103,0,0,12915.8100,0.0000,26349.7000,0.0000,0.0000,39265.5100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00602,NORTH HOPKINS ISD,Educational Institution,Public,8,2,112-906,HOPKINS,2,0,2,2021-09-01T00:00:00.000,4108,0,5041,0,0,10115.9500,0.0000,21764.5100,0.0000,0.0000,31880.4600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00023,LYTLE ISD,Educational Institution,Public,20,4,007-904,ATASCOSA,6,3,3,2021-06-01T00:00:00.000,6340,0,9748,0,0,14328.4000,0.0000,35092.8000,0.0000,0.0000,49421.2000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00045,BELTON ISD,Educational Institution,Public,12,2,014-903,BELL,22,3,19,2021-01-01T00:00:00.000,42625,0,88574,0,0,91506.5900,0.0000,318866.4000,0.0000,0.0000,410372.9900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00118,PEARLAND ISD,Educational Institution,Public,4,3,020-908,BRAZORIA,23,1,22,2021-01-01T00:00:00.000,40966,0,140890,0,0,88682.6200,0.0000,504386.2000,0.0000,0.0000,593068.8200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00139,SNOOK ISD,Educational Institution,Public,6,3,026-903,BURLESON,2,0,2,2020-11-01T00:00:00.000,3787,0,5719,0,0,8558.6200,0.0000,20588.4000,0.0000,0.0000,29147.0200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00142,LOCKHART ISD,Educational Institution,Public,13,4,028-902,CALDWELL,12,3,9,2020-11-01T00:00:00.000,62076,0,65416,0,0,140291.7600,0.0000,235497.6000,0.0000,0.0000,375789.3600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00167,HUGHES SPRINGS ISD,Educational Institution,Public,8,2,034-903,CASS,3,0,3,2021-09-01T00:00:00.000,4098,0,11579,0,0,10091.3200,0.0000,49992.3300,0.0000,0.0000,60083.6500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01135,BURKBURNETT ISD,Educational Institution,Public,9,2,243-901,WICHITA,7,2,5,2021-01-01T00:00:00.000,19288,0,27596,0,0,43590.8800,0.0000,99345.6000,0.0000,0.0000,142936.4800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01138,WICHITA FALLS ISD,Educational Institution,Public,9,2,243-905,WICHITA,27,2,25,2021-05-01T00:00:00.000,94939,0,143141,0,0,214562.1400,0.0000,515307.6000,0.0000,0.0000,729869.7400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,06600,WIRE HOLLOW EDUCATION INNOVATION,Educational Institution,Charter,17,1,152-806,LUBBOCK,1,0,1,2021-07-01T00:00:00.000,195,0,267,0,0,480.1800,0.0000,1152.7700,0.0000,0.0000,1632.9500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00925,CANYON ISD,Educational Institution,Public,16,1,191-901,RANDALL,17,1,16,2020-11-01T00:00:00.000,22430,0,72637,0,0,48711.9300,0.0000,260040.4600,0.0000,0.0000,308752.3900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01003,BRECKENRIDGE ISD,Educational Institution,Public,14,1,215-901,STEPHENS,2,2,0,2021-06-01T00:00:00.000,1165,0,1816,0,0,2632.9000,0.0000,6537.6000,0.0000,0.0000,9170.5000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01033,TEXAS COLLEGE PREPARATORY ACADEMIES,Educational Institution,Charter,14,1,221-801,TAYLOR,35,0,35,2021-04-01T00:00:00.000,54030,0,73732,0,0,112872.9700,0.0000,265435.2000,0.0000,0.0000,378308.1700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01083,CHESTER ISD,Educational Institution,Public,5,3,229-906,TYLER,2,0,2,2021-09-01T00:00:00.000,1372,0,2511,0,0,3378.5500,0.0000,10841.2400,0.0000,0.0000,14219.7900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01099,COMSTOCK ISD,Educational Institution,Public,15,4,233-903,VAL VERDE,1,0,1,2021-01-01T00:00:00.000,1545,0,1699,0,0,3491.7000,0.0000,6082.4200,0.0000,0.0000,9574.1200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01105,WILLS POINT ISD,Educational Institution,Public,10,2,234-907,VAN ZANDT,5,0,5,2021-09-01T00:00:00.000,18557,0,37149,0,0,45696.6100,0.0000,160390.8000,0.0000,0.0000,206087.4100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00597,GRANBURY ISD,Educational Institution,Public,11,2,111-901,HOOD,9,0,9,2021-09-01T00:00:00.000,50409,0,87280,0,0,124132.1600,0.0000,376831.4000,0.0000,0.0000,500963.5600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00634,BRYSON ISD,Educational Institution,Public,9,2,119-901,JACK,1,0,1,2020-10-01T00:00:00.000,3558,0,3752,0,0,8041.0800,0.0000,13432.1600,0.0000,0.0000,21473.2400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00660,ORANGE GROVE ISD,Educational Institution,Public,2,5,125-903,JIM WELLS,5,1,4,2021-01-01T00:00:00.000,10735,0,14972,0,0,24261.1000,0.0000,53899.2000,0.0000,0.0000,78160.3000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00669,RIO VISTA ISD,Educational Institution,Public,11,2,126-907,JOHNSON,3,1,2,2020-10-01T00:00:00.000,4995,0,8717,0,0,11288.7000,0.0000,31381.2000,0.0000,0.0000,42669.9000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00719,MOULTON ISD,Educational Institution,Public,3,3,143-902,LAVACA,1,1,0,2021-05-01T00:00:00.000,130,0,129,0,0,293.8000,0.0000,464.4000,0.0000,0.0000,758.2000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00774,EAGLE PASS ISD,Educational Institution,Public,20,4,159-901,MAVERICK,24,0,24,2021-08-01T00:00:00.000,115566,0,101288,0,0,284581.2700,0.0000,437310.9400,0.0000,0.0000,721892.2100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00402,DICKINSON ISD,Educational Institution,Public,4,3,084-901,GALVESTON,14,0,14,2021-08-01T00:00:00.000,24841,0,49916,0,0,61170.9600,0.0000,215512.3300,0.0000,0.0000,276683.2900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00420,LEFORS ISD,Educational Institution,Public,16,1,090-902,GRAY,1,1,0,2021-06-01T00:00:00.000,0,0,190,0,0,0.0000,0.0000,684.0000,0.0000,0.0000,684.0000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00549,HAYS CONS ISD,Educational Institution,Public,13,4,105-906,HAYS,39,14,25,2020-12-01T00:00:00.000,54700,0,92290,0,0,121810.4800,0.0000,332244.0000,0.0000,0.0000,454054.4800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00563,VANGUARD ACADEMY,Educational Institution,Charter,1,5,108-808,HIDALGO,8,4,4,2021-06-01T00:00:00.000,98310,0,98310,0,0,222180.6000,0.0000,353916.0000,0.0000,0.0000,576096.6000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00581,COVINGTON ISD,Educational Institution,Public,12,2,109-903,HILL,2,1,1,2020-12-01T00:00:00.000,2288,0,2609,0,0,5170.8800,0.0000,9392.4000,0.0000,0.0000,14563.2800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00585,MALONE ISD,Educational Institution,Public,12,2,109-908,HILL,1,0,1,2021-08-01T00:00:00.000,1349,0,1327,0,0,3321.9100,0.0000,5729.3200,0.0000,0.0000,9051.2300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00198,FARMERSVILLE ISD,Educational Institution,Public,10,2,043-904,COLLIN,5,1,4,2021-04-01T00:00:00.000,8778,0,21452,0,0,19838.2800,0.0000,77227.2000,0.0000,0.0000,97065.4800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00217,DE LEON ISD,Educational Institution,Public,14,1,047-902,COMANCHE,4,1,3,2020-11-01T00:00:00.000,3197,0,8731,0,0,7225.2200,0.0000,31431.6000,0.0000,0.0000,38656.8200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00261,"A PLUS CHARTER SCHOOLS, INC. DBA INSPIRED VISION ACADEMY",Educational Institution,Charter,10,2,057-830,DALLAS,4,2,2,2021-05-01T00:00:00.000,12686,0,12752,0,0,28670.3600,0.0000,45907.2000,0.0000,0.0000,74577.5600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00277,DESOTO ISD,Educational Institution,Public,10,2,057-906,DALLAS,18,7,11,2020-11-01T00:00:00.000,22395,0,25388,0,0,50612.7000,0.0000,91396.8000,0.0000,0.0000,142009.5000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00280,GRAND PRAIRIE ISD,Educational Institution,Public,10,2,057-910,DALLAS,37,0,37,2020-11-01T00:00:00.000,112715,0,139324,0,0,254240.1000,0.0000,501566.4000,0.0000,0.0000,755806.5000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00293,COOPER ISD,Educational Institution,Public,8,2,060-902,DELTA,3,1,2,2021-05-01T00:00:00.000,4310,0,8233,0,0,9740.6000,0.0000,29638.8000,0.0000,0.0000,39379.4000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00043,ACADEMY ISD,Educational Institution,Public,12,2,014-901,BELL,5,1,4,2020-10-01T00:00:00.000,6675,0,14171,0,0,12615.7500,0.0000,51015.6000,0.0000,0.0000,63631.3500
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00106,TEXARKANA ISD,Educational Institution,Public,8,2,019-907,BOWIE,29,0,29,2021-09-01T00:00:00.000,88899,0,156150,0,0,218913.7800,0.0000,674177.6200,0.0000,0.0000,893091.4000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00130,BANGS ISD,Educational Institution,Public,15,1,025-901,BROWN,3,0,3,2021-09-01T00:00:00.000,6257,0,12042,0,0,15407.8600,0.0000,51991.3300,0.0000,0.0000,67399.1900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00186,MIDWAY ISD-HENRIETTA,Educational Institution,Public,9,2,039-905,CLAY,1,1,0,2020-12-01T00:00:00.000,696,0,1382,0,0,1315.4400,0.0000,4975.2000,0.0000,0.0000,6290.6400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00207,COMMUNITY ISD,Educational Institution,Public,10,2,043-918,COLLIN,6,2,4,2021-04-01T00:00:00.000,12269,0,30539,0,0,27727.9400,0.0000,109940.4000,0.0000,0.0000,137668.3400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00280,GRAND PRAIRIE ISD,Educational Institution,Public,10,2,057-910,DALLAS,37,0,37,2020-12-01T00:00:00.000,98762,0,121476,0,0,222723.7100,0.0000,437313.6000,0.0000,0.0000,660037.3100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01722,MERIDIAN WORLD SCHOOL LLC,Educational Institution,Charter,13,4,246-801,WILLIAMSON,2,1,1,2020-12-01T00:00:00.000,2584,0,6112,0,0,4883.7600,0.0000,21880.9600,0.0000,0.0000,26764.7200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01068,AUSTIN ISD,Educational Institution,Public,13,4,227-901,TRAVIS,179,68,111,2021-06-01T00:00:00.000,110044,0,139677,0,0,245941.4600,0.0000,502837.2000,0.0000,0.0000,748778.6600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01087,UNION HILL ISD,Educational Institution,Public,7,2,230-904,UPSHUR,2,0,2,2021-09-01T00:00:00.000,2920,0,3797,0,0,7190.5000,0.0000,16393.5400,0.0000,0.0000,23584.0400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01095,SABINAL ISD,Educational Institution,Public,20,4,232-902,UVALDE,4,1,3,2021-08-01T00:00:00.000,954,0,2767,0,0,2349.2200,0.0000,11946.5200,0.0000,0.0000,14295.7400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01130,SHAMROCK ISD,Educational Institution,Public,16,1,242-902,WHEELER,3,0,3,2021-08-01T00:00:00.000,1340,0,2142,0,0,3299.7500,0.0000,9248.0800,0.0000,0.0000,12547.8300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01140,HARROLD ISD,Educational Institution,Public,9,2,244-901,WILBARGER,1,0,1,2021-03-01T00:00:00.000,955,0,896,0,0,2158.3000,0.0000,3225.6000,0.0000,0.0000,5383.9000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01282,TRAVIS COUNTY JUVENILE PROBATION DEPARTMENT,Government Agency,RCCI,13,4,227-,TRAVIS,1,0,1,2021-09-01T00:00:00.000,1324,0,1330,0,0,3260.3500,0.0000,5742.2700,0.0000,0.0000,9002.6200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00640,BROOKELAND ISD,Educational Institution,Public,5,3,121-902,JASPER,2,0,2,2021-09-01T00:00:00.000,1993,0,4934,0,0,4907.7600,0.0000,21302.5400,0.0000,0.0000,26210.3000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00719,MOULTON ISD,Educational Institution,Public,3,3,143-902,LAVACA,1,1,0,2021-06-01T00:00:00.000,309,0,312,0,0,698.3400,0.0000,1123.2000,0.0000,0.0000,1821.5400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00764,NORTH ZULCH ISD,Educational Institution,Public,6,3,154-903,MADISON,1,0,1,2021-09-01T00:00:00.000,3380,0,5237,0,0,8323.2500,0.0000,22610.7400,0.0000,0.0000,30933.9900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00779,RAPOPORT ACADEMY,Educational Institution,Charter,12,2,161-802,MCLENNAN,2,0,2,2021-03-01T00:00:00.000,3593,0,10467,0,0,8120.1800,0.0000,37681.2000,0.0000,0.0000,45801.3800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00874,TULOSO-MIDWAY ISD,Educational Institution,Public,2,5,178-912,NUECES,6,1,5,2020-12-01T00:00:00.000,19411,0,23687,0,0,43868.8600,0.0000,85273.2000,0.0000,0.0000,129142.0600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00923,PRESIDIO ISD,Educational Institution,Public,18,1,189-902,PRESIDIO,3,0,3,2021-09-01T00:00:00.000,8174,0,17386,0,0,20128.4700,0.0000,75064.0500,0.0000,0.0000,95192.5200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00390,FAIRFIELD ISD,Educational Institution,Public,12,2,081-902,FREESTONE,4,0,4,2021-05-01T00:00:00.000,4793,0,10107,0,0,10832.1800,0.0000,36385.2000,0.0000,0.0000,47217.3800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00452,ABERNATHY ISD,Educational Institution,Public,17,1,095-901,HALE,2,0,2,2021-08-01T00:00:00.000,3783,0,3204,0,0,9315.6300,0.0000,13833.2700,0.0000,0.0000,23148.9000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00518,DEER PARK ISD,Educational Institution,Public,4,3,101-908,HARRIS,19,6,13,2020-12-01T00:00:00.000,40095,0,70241,0,0,87891.5000,0.0000,252867.6000,0.0000,0.0000,340759.1000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00556,TRINIDAD ISD,Educational Institution,Public,7,2,107-907,HENDERSON,1,0,1,2021-09-01T00:00:00.000,1557,0,2399,0,0,3834.1100,0.0000,10357.6800,0.0000,0.0000,14191.7900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00592,LEVELLAND ISD,Educational Institution,Public,17,1,110-902,HOCKLEY,7,1,6,2021-05-01T00:00:00.000,15337,0,24139,0,0,34661.6200,0.0000,86900.4000,0.0000,0.0000,121562.0200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00626,CAMPBELL ISD,Educational Institution,Public,10,2,116-910,HUNT,2,0,2,2021-06-01T00:00:00.000,380,0,464,0,0,858.8000,0.0000,1670.4000,0.0000,0.0000,2529.2000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00041,SKIDMORE-TYNAN ISD,Educational Institution,Public,2,5,013-905,BEE,1,1,0,2020-10-01T00:00:00.000,6500,0,8455,0,0,12285.0000,0.0000,30438.0000,0.0000,0.0000,42723.0000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00113,ANGLETON ISD,Educational Institution,Public,4,3,020-902,BRAZORIA,9,9,0,2020-12-01T00:00:00.000,37528,0,56880,0,0,84813.2800,0.0000,204768.0000,0.0000,0.0000,289581.2800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00160,SOUTH TEXAS ISD,Educational Institution,Public,1,5,031-916,CAMERON,6,0,6,2021-08-01T00:00:00.000,5877,0,21912,0,0,14472.1100,0.0000,94605.0600,0.0000,0.0000,109077.1700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00434,S AND S CISD,Educational Institution,Public,10,2,091-914,GRAYSON,3,2,1,2020-12-01T00:00:00.000,4768,0,10073,0,0,9316.0300,0.0000,36262.8000,0.0000,0.0000,45578.8300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00449,SCHERTZ-CIBOLO-U CITY ISD,Educational Institution,Public,20,4,094-902,GUADALUPE,25,9,16,2020-10-01T00:00:00.000,26878,0,92161,0,0,59589.1400,0.0000,329936.3800,0.0000,0.0000,389525.5200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00543,PAINT CREEK ISD,Educational Institution,Public,14,1,104-907,HASKELL,1,0,1,2021-08-01T00:00:00.000,521,0,781,0,0,1282.9600,0.0000,3371.9600,0.0000,0.0000,4654.9200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,06296,ETOILE ACADEMY INC.,Educational Institution,Charter,4,3,101-872,HARRIS,1,0,1,2021-06-01T00:00:00.000,126,0,305,0,0,284.7600,0.0000,1098.0000,0.0000,0.0000,1382.7600
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01092,RANKIN ISD,Educational Institution,Public,18,1,231-902,UPTON,1,0,1,2021-09-01T00:00:00.000,2909,0,2938,0,0,7163.4100,0.0000,12684.8100,0.0000,0.0000,19848.2200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01095,SABINAL ISD,Educational Institution,Public,20,4,232-902,UVALDE,3,0,3,2021-02-01T00:00:00.000,2558,0,3908,0,0,5781.0800,0.0000,14068.8000,0.0000,0.0000,19849.8800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01098,SAN FELIPE-DEL RIO,Educational Institution,Public,15,4,233-901,VAL VERDE,25,10,15,2020-12-01T00:00:00.000,96704,0,105429,0,0,218551.0400,0.0000,379544.4000,0.0000,0.0000,598095.4400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01131,WHEELER ISD,Educational Institution,Public,16,1,242-903,WHEELER,1,0,1,2021-02-01T00:00:00.000,2048,0,3828,0,0,4628.4800,0.0000,13780.8000,0.0000,0.0000,18409.2800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01175,ALBA-GOLDEN ISD,Educational Institution,Public,7,2,250-906,WOOD,2,0,2,2021-08-01T00:00:00.000,2457,0,6197,0,0,6050.3600,0.0000,26755.5400,0.0000,0.0000,32805.9000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01263,ST ANTHONY'S SCHOOL,Private Non Profit Organization,Private,3,3,045-,COLORADO,1,0,1,2021-08-01T00:00:00.000,0,0,1217,0,0,0.0000,0.0000,5254.3900,0.0000,0.0000,5254.3900
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00827,FORESTBURG ISD,Educational Institution,Public,9,2,169-910,MONTAGUE,1,0,1,2021-02-01T00:00:00.000,1382,0,1585,0,0,3123.3200,0.0000,5674.3000,0.0000,0.0000,8797.6200
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00843,GARRISON ISD,Educational Institution,Public,7,3,174-903,NACOGDOCHES,1,0,1,2021-04-01T00:00:00.000,3944,0,5212,0,0,8913.4400,0.0000,18763.2000,0.0000,0.0000,27676.6400
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00916,LIVINGSTON ISD,Educational Institution,Public,6,3,187-907,POLK,6,0,6,2021-06-01T00:00:00.000,3195,0,3003,0,0,6766.7100,0.0000,10810.8000,0.0000,0.0000,17577.5100
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01005,ASPERMONT ISD,Educational Institution,Public,14,1,217-901,STONEWALL,2,0,2,2021-09-01T00:00:00.000,1029,0,1872,0,0,2533.9100,0.0000,8082.3600,0.0000,0.0000,10616.2700
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01070,MANOR ISD,Educational Institution,Public,13,4,227-907,TRAVIS,28,14,14,2021-02-01T00:00:00.000,27238,0,30229,0,0,61557.8800,0.0000,108824.4000,0.0000,0.0000,170382.2800
2020-2021,SUMMERSSOCEREIMBURSEMENTS,01088,HARMONY ISD,Educational Institution,Public,7,2,230-905,UPSHUR,4,0,4,2021-02-01T00:00:00.000,2420,0,7319,0,0,5469.2000,0.0000,26348.4000,0.0000,0.0000,31817.6000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00567,HIDALGO ISD,Educational Institution,Public,1,5,108-905,HIDALGO,7,0,7,2021-09-01T00:00:00.000,49351,0,52480,0,0,121526.8300,0.0000,226582.4000,0.0000,0.0000,348109.2300
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00625,WOLFE CITY ISD,Educational Institution,Public,10,2,116-909,HUNT,5,2,3,2020-12-01T00:00:00.000,5830,0,8157,0,0,13175.8000,0.0000,29365.2000,0.0000,0.0000,42541.0000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00716,LOMETA ISD,Educational Institution,Public,12,2,141-902,LAMPASAS,1,0,1,2021-07-01T00:00:00.000,0,5,0,0,0,0.0000,5.1000,0.0000,0.0000,0.0000,5.1000
2020-2021,SUMMERSSOCEREIMBURSEMENTS,00773,VAN VLECK ISD,Educational Institution,Public,3,3,158-906,MATAGORDA,1,1,0,2021-06-01T00:00:00.000,1153,0,1153,0,0,2605.7800,0.0000,4150.8000,0.0000,0.0000,6756.5800
