programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,countydistrictcode,cecounty,sitecount,regularmealsitecount,claimdate,breakfastmealsreimbursed,amsnackmealsreimbursed,lunchmealsreimbursed,pmsnackmealsreimbursed,suppermealsreimbursed,breakfastreimbursement,amsnackreimbursement,lunchreimbursement,pmsnackreimbursement,supperreimbursement,totalreimbursement
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00670,VENUS ISD,Educational Institution,Public,11,2,126-908,JOHNSON,4,4,2022-05-01T00:00:00.000,16021,0,33247,0,0,37969.77,0,137310.11,0,0,175279.88
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00971,SAN SABA ISD,Educational Institution,Public,15,2,206-901,SAN SABA,3,3,2022-01-01T00:00:00.000,2368,0,5451,0,0,5612.16,0,22512.63,0,0,28124.79
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00932,DETROIT ISD,Educational Institution,Public,8,2,194-905,RED RIVER,3,3,2021-12-01T00:00:00.000,2393,0,4369,0,0,5360.32,0,17082.79,0,0,22443.11
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01118,BRENHAM ISD,Educational Institution,Public,6,3,239-901,WASHINGTON,3,3,2022-06-01T00:00:00.000,2982,0,7149,1606,0,7067.34,0,29525.37,1541.76,0,38134.47
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00521,GOOSE CREEK CISD,Educational Institution,Public,4,3,101-911,HARRIS,29,29,2021-12-01T00:00:00.000,121996,0,215384,0,0,273271.04,0,842151.44,0,0,1115422.48
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00584,ITASCA ISD,Educational Institution,Public,12,2,109-907,HILL,3,3,2021-11-01T00:00:00.000,4040,0,7161,0,0,9049.6,0,27999.51,0,0,37049.11
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00417,GONZALES ISD,Educational Institution,Public,13,3,089-901,GONZALES,5,5,2022-01-01T00:00:00.000,16377,0,26701,0,0,38813.49,0,110275.13,0,0,149088.62
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00623,LONE OAK ISD,Educational Institution,Public,10,2,116-906,HUNT,3,3,2022-01-01T00:00:00.000,6412,0,10790,0,0,15196.44,0,44562.7,0,0,59759.14
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01154,TAYLOR ISD,Educational Institution,Public,13,4,246-911,WILLIAMSON,1,1,2022-06-01T00:00:00.000,11866,0,12293,0,0,28122.42,0,50770.09,0,0,78892.51
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00403,GALVESTON ISD,Educational Institution,Public,4,3,084-902,GALVESTON,13,13,2022-05-01T00:00:00.000,57841,0,91400,0,0,137083.17,0,377482,0,0,514565.17
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00733,DAYTON ISD,Educational Institution,Public,4,3,146-902,LIBERTY,7,7,2022-02-01T00:00:00.000,32569,0,63342,0,0,77188.53,0,261602.46,0,0,338790.99
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01108,BLOOMINGTON ISD,Educational Institution,Public,3,3,235-901,VICTORIA,4,4,2022-04-01T00:00:00.000,8596,0,12410,0,0,20372.52,0,51253.3,0,0,71625.82
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00093,JOHNSON CITY ISD,Educational Institution,Public,13,4,016-901,BLANCO,3,3,2022-05-01T00:00:00.000,4061,0,7781,0,0,9624.57,0,32135.53,0,0,41760.1
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00974,SCHLEICHER ISD,Educational Institution,Public,15,4,207-901,SCHLEICHER,3,3,2021-11-01T00:00:00.000,3524,0,4265,0,0,7893.76,0,16676.15,0,0,24569.91
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01008,TULIA ISD,Educational Institution,Public,16,1,219-903,SWISHER,3,3,2022-02-01T00:00:00.000,6749,0,9856,0,0,15995.13,0,40705.28,0,0,56700.41
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00242,DALHART ISD,Educational Institution,Public,16,1,056-901,DALLAM,4,4,2022-02-01T00:00:00.000,11248,0,18028,0,0,26657.76,0,74455.64,0,0,101113.4
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00745,DARROUZETT ISD,Educational Institution,Public,16,1,148-905,LIPSCOMB,1,1,2022-02-01T00:00:00.000,1527,0,1898,0,0,3618.99,0,7838.74,0,0,11457.73
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00352,TORNILLO ISD,Educational Institution,Public,19,1,071-908,EL PASO,4,4,2021-11-01T00:00:00.000,6561,0,11008,0,0,14696.64,0,43041.28,0,0,57737.92
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01017,ARLINGTON ISD,Educational Institution,Public,11,2,220-901,TARRANT,79,76,2021-12-01T00:00:00.000,172298,0,418266,0,0,385947.52,0,1635420.06,0,0,2021367.58
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00286,COPPELL ISD,Educational Institution,Public,10,2,057-922,DALLAS,11,11,2022-02-01T00:00:00.000,13270,0,53384,0,0,31449.9,0,220475.92,0,0,251925.82
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00738,TARKINGTON ISD,Educational Institution,Public,4,3,146-907,LIBERTY,4,4,2022-02-01T00:00:00.000,15016,0,23760,0,0,35587.92,0,98128.8,0,0,133716.72
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00657,JIM HOGG COUNTY ISD,Educational Institution,Public,1,5,124-901,JIM HOGG,3,3,2022-05-01T00:00:00.000,19059,0,20055,0,0,45169.83,0,82827.15,0,0,127996.98
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01658,UPLIFT EDUCATION-NORTH HILLS PREPARATORY,Educational Institution,Charter,10,2,057-803,DALLAS,21,0,2022-03-01T00:00:00.000,123371,0,253863,0,0,292389.27,0,1048454.19,0,0,1340843.46
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00970,TAFT ISD,Educational Institution,Public,2,5,205-907,SAN PATRICIO,3,3,2022-03-01T00:00:00.000,8308,0,11080,0,0,19689.96,0,45760.4,0,0,65450.36
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00467,SILSBEE ISD,Educational Institution,Public,5,3,100-904,HARDIN,4,4,2022-05-01T00:00:00.000,14091,0,31621,0,0,33395.67,0,130594.73,0,0,163990.4
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00908,LAZBUDDIE ISD,Educational Institution,Public,16,1,185-904,PARMER,1,1,2021-10-01T00:00:00.000,1045,0,1875,0,0,2340.8,0,7331.25,0,0,9672.05
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00877,WEST OSO ISD,Educational Institution,Public,2,5,178-915,NUECES,4,4,2021-10-01T00:00:00.000,19161,0,27615,0,0,42920.64,0,107974.65,0,0,150895.29
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00170,DIMMITT ISD,Educational Institution,Public,16,1,035-901,CASTRO,3,3,2022-03-01T00:00:00.000,17750,0,17393,0,0,42067.5,0,71833.09,0,0,113900.59
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01722,MERIDIAN WORLD SCHOOL LLC,Educational Institution,Charter,13,4,246-801,WILLIAMSON,1,1,2022-01-01T00:00:00.000,3364,0,15282,0,0,7972.68,0,63114.66,0,0,71087.34
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00437,GLADEWATER ISD,Educational Institution,Public,7,2,092-901,GREGG,4,4,2021-12-01T00:00:00.000,6210,0,13553,0,0,13910.4,0,52992.23,0,0,66902.63
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00534,MARSHALL ISD,Educational Institution,Public,7,2,102-902,HARRISON,2,2,2022-07-01T00:00:00.000,47,0,68,0,0,111.39,0,280.84,0,0,392.23
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00371,SAVOY ISD,Educational Institution,Public,10,2,074-911,FANNIN,2,2,2022-04-01T00:00:00.000,2093,0,3767,0,0,4960.41,0,15557.71,0,0,20518.12
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00465,QUANAH ISD,Educational Institution,Public,9,2,099-903,HARDEMAN,3,3,2021-10-01T00:00:00.000,6405,0,7625,0,0,14347.2,0,29813.75,0,0,44160.95
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01138,WICHITA FALLS ISD,Educational Institution,Public,9,2,243-905,WICHITA,25,25,2021-10-01T00:00:00.000,103624,0,169373,0,0,232117.76,0,662248.43,0,0,894366.19
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00391,TEAGUE ISD,Educational Institution,Public,12,2,081-904,FREESTONE,4,4,2021-10-01T00:00:00.000,6776,0,13955,0,0,15178.24,0,54564.05,0,0,69742.29
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00343,HARMONY PUBLIC SCHOOLS,Educational Institution,Charter,19,1,071-806,EL PASO,6,6,2022-02-01T00:00:00.000,12475,0,37749,0,0,29565.75,0,155903.37,0,0,185469.12
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00823,NOCONA ISD,Educational Institution,Public,9,2,169-902,MONTAGUE,3,3,2021-12-01T00:00:00.000,5469,0,5322,0,0,12250.56,0,20809.02,0,0,33059.58
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00840,MOTLEY COUNTY ISD,Educational Institution,Public,17,1,173-901,MOTLEY,1,1,2022-03-01T00:00:00.000,1428,0,1369,0,0,3384.36,0,5653.97,0,0,9038.33
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00881,WILDORADO ISD,Educational Institution,Public,16,1,180-904,OLDHAM,1,1,2022-02-01T00:00:00.000,1398,0,2238,0,0,3313.26,0,9242.94,0,0,12556.2
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00852,DAWSON ISD,Educational Institution,Public,12,2,175-904,NAVARRO,1,1,2022-06-01T00:00:00.000,678,0,1284,0,0,1606.86,0,5302.92,0,0,6909.78
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00158,SANTA MARIA ISD,Educational Institution,Public,1,5,031-913,CAMERON,1,1,2022-06-01T00:00:00.000,2234,0,3286,0,0,5294.58,0,13571.18,0,0,18865.76
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00727,BUFFALO ISD,Educational Institution,Public,6,3,145-901,LEON,3,3,2021-10-01T00:00:00.000,7326,0,13030,0,0,16410.24,0,50947.3,0,0,67357.54
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00238,CROSBYTON ISD,Educational Institution,Public,17,1,054-901,CROSBY,2,2,2022-01-01T00:00:00.000,4581,0,4834,0,0,10856.97,0,19964.42,0,0,30821.39
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00537,HARLETON ISD,Educational Institution,Public,7,2,102-905,HARRISON,3,3,2021-12-01T00:00:00.000,3638,0,5221,0,0,8149.12,0,20414.11,0,0,28563.23
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00119,DAMON ISD,Educational Institution,Public,4,3,020-910,BRAZORIA,1,1,2021-12-01T00:00:00.000,567,0,934,0,0,1270.08,0,3651.94,0,0,4922.02
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00763,MADISONVILLE CONS ISD,Educational Institution,Public,6,3,154-901,MADISON,2,2,2022-06-01T00:00:00.000,5317,0,6882,0,0,12601.29,0,28422.66,0,0,41023.95
2021-2022,SUMMERSSOCEREIMBURSEMENTS,06934,WESTBROOK ISD,Educational Institution,Public,14,1,168-903,MITCHELL,1,1,2022-01-01T00:00:00.000,1126,0,2984,0,0,2668.62,0,12323.92,0,0,14992.54
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00148,BAIRD ISD,Educational Institution,Public,14,1,030-903,CALLAHAN,2,2,2021-10-01T00:00:00.000,3636,0,4214,0,0,8144.64,0,16476.74,0,0,24621.38
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01186,"EL PASO EDUCATION INITIATIVE, INC. (THE) Vista Del Futuro",Educational Institution,Charter,19,1,071-809,EL PASO,1,0,2021-11-01T00:00:00.000,2452,0,4685,0,0,5492.48,0,18318.35,0,0,23810.83
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00214,NEW BRAUNFELS ISD,Educational Institution,Public,20,4,046-901,COMAL,15,15,2022-04-01T00:00:00.000,39843,0,106103,0,0,94427.91,0,438205.39,0,0,532633.3
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00515,CHANNELVIEW ISD,Educational Institution,Public,4,3,101-905,HARRIS,13,13,2022-06-01T00:00:00.000,10094,0,22801,0,0,23922.78,0,94168.13,0,0,118090.91
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00215,COMAL ISD,Educational Institution,Public,20,4,046-902,COMAL,31,31,2021-10-01T00:00:00.000,102058,0,325169,0,0,228609.92,0,1271410.79,0,0,1500020.71
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00053,"GEORGE GERVIN YOUTH CENTER, INC.",Educational Institution,Charter,20,4,015-802,BEXAR,2,2,2022-03-01T00:00:00.000,7931,0,9979,0,0,18796.47,0,41213.27,0,0,60009.74
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01173,QUITMAN ISD,Educational Institution,Public,7,2,250-904,WOOD,3,3,2022-03-01T00:00:00.000,9618,0,13321,0,0,22794.66,0,55015.73,0,0,77810.39
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00482,"VARNETT SCHOOLS, INC. (THE )",Educational Institution,Charter,4,3,101-814,HARRIS,3,3,2022-04-01T00:00:00.000,11491,0,17034,0,0,27233.67,0,70350.42,0,0,97584.09
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01162,KERMIT ISD,Educational Institution,Public,18,1,248-901,WINKLER,3,3,2022-03-01T00:00:00.000,18675,0,11659,0,0,44259.75,0,48151.67,0,0,92411.42
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00734,DEVERS ISD,Educational Institution,Public,4,3,146-903,LIBERTY,2,2,2021-12-01T00:00:00.000,516,0,910,0,0,1155.84,0,3558.1,0,0,4713.94
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00388,STAFFORD MSD,Educational Institution,Public,4,3,079-910,FORT BEND,5,5,2022-03-01T00:00:00.000,24466,0,45318,0,0,57984.42,0,187163.34,0,0,245147.76
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00911,IRAAN-SHEFFIELD ISD,Educational Institution,Public,18,1,186-903,PECOS,3,3,2021-10-01T00:00:00.000,1696,0,3743,0,0,3799.04,0,14635.13,0,0,18434.17
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00095,BORDEN COUNTY ISD,Educational Institution,Public,17,1,017-901,BORDEN,1,1,2021-10-01T00:00:00.000,1327,0,3010,0,0,2972.48,0,11769.1,0,0,14741.58
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00282,LANCASTER ISD,Educational Institution,Public,10,2,057-913,DALLAS,9,9,2022-02-01T00:00:00.000,54707,0,78311,0,0,129655.59,0,323424.43,0,0,453080.02
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00379,ROBY CONS ISD,Educational Institution,Public,14,1,076-903,FISHER,1,1,2021-10-01T00:00:00.000,2731,0,4433,0,0,6117.44,0,17333.03,0,0,23450.47
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01155,THRALL ISD,Educational Institution,Public,13,4,246-912,WILLIAMSON,3,3,2021-12-01T00:00:00.000,3502,0,5679,0,0,7844.48,0,22204.89,0,0,30049.37
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00247,ADVANTAGE ACADEMY,Educational Institution,Charter,10,2,057-806,DALLAS,4,0,2022-01-01T00:00:00.000,3049,0,10612,0,0,7226.13,0,43827.56,0,0,51053.69
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00623,LONE OAK ISD,Educational Institution,Public,10,2,116-906,HUNT,3,3,2022-04-01T00:00:00.000,7181,0,11743,0,0,17018.97,0,48498.59,0,0,65517.56
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01697,PRESBYTERIAN PAN AMERICAN SCHOOL,Private Non Profit Organization,Private,2,5,137-,KLEBERG,1,1,2022-05-01T00:00:00.000,311,0,341,0,0,737.07,0,1408.33,0,0,2145.4
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00702,KNOX CITY-O'BRIEN ISD,Educational Institution,Public,9,1,138-902,KNOX,1,1,2021-10-01T00:00:00.000,3826,0,3688,0,0,8570.24,0,14420.08,0,0,22990.32
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00864,"GULF COAST COUNCIL OF LARAZA, INC.",Educational Institution,Charter,2,5,178-801,NUECES,1,1,2022-02-01T00:00:00.000,2318,0,2352,0,0,5493.66,0,9713.76,0,0,15207.42
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00461,GRUVER ISD,Educational Institution,Public,16,1,098-901,HANSFORD,3,2,2022-02-01T00:00:00.000,741,0,3756,0,0,1756.17,0,15512.28,0,0,17268.45
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00609,LOVELADY ISD,Educational Institution,Public,6,3,113-903,HOUSTON,2,2,2022-03-01T00:00:00.000,2837,0,6416,0,0,6723.69,0,26498.08,0,0,33221.77
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00653,PORT NECHES-GROVES ISD,Educational Institution,Public,5,3,123-908,JEFFERSON,10,10,2021-11-01T00:00:00.000,19831,0,54151,0,0,44421.44,0,211730.41,0,0,256151.85
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00810,GAUSE ISD,Educational Institution,Public,6,2,166-902,MILAM,1,1,2021-10-01T00:00:00.000,837,0,2256,0,0,1874.88,0,8820.96,0,0,10695.84
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00880,ADRIAN ISD,Educational Institution,Public,16,1,180-903,OLDHAM,1,1,2022-01-01T00:00:00.000,772,0,1310,0,0,1829.64,0,5410.3,0,0,7239.94
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00909,BUENA VISTA ISD,Educational Institution,Public,18,1,186-901,PECOS,1,1,2022-05-01T00:00:00.000,2454,0,2191,0,0,5815.98,0,9048.83,0,0,14864.81
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00001,CAYUGA ISD,Educational Institution,Public,7,2,001-902,ANDERSON,3,3,2022-02-01T00:00:00.000,3937,0,6816,0,0,9330.69,0,28150.08,0,0,37480.77
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00014,ZAVALLA ISD,Educational Institution,Public,7,3,003-906,ANGELINA,2,2,2021-10-01T00:00:00.000,1855,0,3859,0,0,4155.2,0,15088.69,0,0,19243.89
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01104,VAN ISD,Educational Institution,Public,7,2,234-906,VAN ZANDT,2,2,2022-06-01T00:00:00.000,1195,0,1639,0,0,2832.15,0,6769.07,0,0,9601.22
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00467,SILSBEE ISD,Educational Institution,Public,5,3,100-904,HARDIN,4,4,2022-02-01T00:00:00.000,13480,0,32915,0,0,31947.6,0,135938.95,0,0,167886.55
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00878,PERRYTON ISD,Educational Institution,Public,16,1,179-901,OCHILTREE,7,6,2022-02-01T00:00:00.000,8797,0,23732,0,0,20848.89,0,98013.16,0,0,118862.05
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00440,PINE TREE ISD,Educational Institution,Public,7,2,092-904,GREGG,6,6,2022-05-01T00:00:00.000,38982,0,57179,0,0,92387.34,0,236149.27,0,0,328536.61
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00213,WEIMAR ISD,Educational Institution,Public,3,3,045-905,COLORADO,3,3,2022-01-01T00:00:00.000,3160,0,5923,0,0,7489.2,0,24461.99,0,0,31951.19
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00073,HARMONY PUBLIC SCHOOLS,Educational Institution,Charter,20,4,015-828,BEXAR,8,8,2021-11-01T00:00:00.000,13985,0,42356,0,0,31326.4,0,165611.96,0,0,196938.36
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00994,TYLER ISD,Educational Institution,Public,7,2,212-905,SMITH,4,4,2022-07-01T00:00:00.000,8558,0,9262,0,0,20282.46,0,38252.06,0,0,58534.52
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00377,FAYETTEVILLE ISD,Educational Institution,Public,13,4,075-906,FAYETTE,1,1,2022-03-01T00:00:00.000,1002,0,2753,0,0,2374.74,0,11369.89,0,0,13744.63
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00340,MAYPEARL ISD,Educational Institution,Public,10,2,070-915,ELLIS,4,4,2021-12-01T00:00:00.000,3889,0,9312,0,0,8711.36,0,36409.92,0,0,45121.28
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00223,MUENSTER ISD,Educational Institution,Public,11,2,049-902,COOKE,2,2,2022-02-01T00:00:00.000,1407,0,5225,0,0,3334.59,0,21579.25,0,0,24913.84
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00840,MOTLEY COUNTY ISD,Educational Institution,Public,17,1,173-901,MOTLEY,1,1,2021-11-01T00:00:00.000,1489,0,1473,0,0,3335.36,0,5759.43,0,0,9094.79
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00922,MARFA ISD,Educational Institution,Public,18,1,189-901,PRESIDIO,1,1,2022-04-01T00:00:00.000,3196,0,2929,0,0,7574.52,0,12096.77,0,0,19671.29
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00933,PECOS-BARSTOW-TOYAH ISD,Educational Institution,Public,18,1,195-901,REEVES,5,5,2021-12-01T00:00:00.000,21375,0,28370,0,0,47880,0,110926.7,0,0,158806.7
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01184,LA PRYOR ISD,Educational Institution,Public,20,4,254-902,ZAVALA,2,2,2022-01-01T00:00:00.000,4303,0,4575,0,0,10198.11,0,18894.75,0,0,29092.86
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00001,CAYUGA ISD,Educational Institution,Public,7,2,001-902,ANDERSON,3,3,2022-03-01T00:00:00.000,4411,0,7046,0,0,10454.07,0,29099.98,0,0,39554.05
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01088,HARMONY ISD,Educational Institution,Public,7,2,230-905,UPSHUR,4,4,2022-04-01T00:00:00.000,3756,0,11454,0,0,8901.72,0,47305.02,0,0,56206.74
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00610,LATEXO ISD,Educational Institution,Public,6,3,113-905,HOUSTON,2,1,2021-10-01T00:00:00.000,2149,0,4335,0,0,4813.76,0,16949.85,0,0,21763.61
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00951,LANEVILLE ISD,Educational Institution,Public,7,2,201-903,RUSK,1,1,2021-10-01T00:00:00.000,2125,0,2389,0,0,4760,0,9340.99,0,0,14100.99
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01335,LYDIA PATTERSON INSTITUTE,Private Non Profit Organization,Private,19,1,071-,EL PASO,1,1,2021-10-01T00:00:00.000,1994,0,3522,0,0,4466.56,0,13771.02,0,0,18237.58
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01116,MONAHANS-WICKETT-PYOTE ISD,Educational Institution,Public,18,1,238-902,WARD,6,6,2022-02-01T00:00:00.000,7162,0,20471,0,0,16973.94,0,84545.23,0,0,101519.17
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00417,GONZALES ISD,Educational Institution,Public,13,3,089-901,GONZALES,5,5,2021-11-01T00:00:00.000,16409,0,26954,0,0,36756.16,0,105390.14,0,0,142146.3
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00201,MELISSA ISD,Educational Institution,Public,10,2,043-908,COLLIN,4,4,2021-10-01T00:00:00.000,12007,0,25121,0,0,26895.68,0,98223.11,0,0,125118.79
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00186,MIDWAY ISD-HENRIETTA,Educational Institution,Public,9,2,039-905,CLAY,1,1,2022-05-01T00:00:00.000,1065,0,1066,0,0,2524.05,0,4402.58,0,0,6926.63
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00331,AVALON ISD,Educational Institution,Public,10,2,070-901,ELLIS,1,1,2022-06-01T00:00:00.000,0,0,344,0,0,0,0,1420.72,0,0,1420.72
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00190,ROBERT LEE ISD,Educational Institution,Public,15,4,041-902,COKE,1,1,2021-12-01T00:00:00.000,1488,0,2050,0,0,3333.12,0,8015.5,0,0,11348.62
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00247,ADVANTAGE ACADEMY,Educational Institution,Charter,10,2,057-806,DALLAS,4,0,2021-11-01T00:00:00.000,3664,0,11563,0,0,8207.36,0,45211.33,0,0,53418.69
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00018,HOLLIDAY ISD,Educational Institution,Public,9,2,005-902,ARCHER,3,3,2022-02-01T00:00:00.000,1762,0,6526,0,0,4175.94,0,26952.38,0,0,31128.32
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00484,AMIGOS POR VIDA--FRIENDS FOR LIFE,Educational Institution,Charter,4,3,101-819,HARRIS,1,1,2021-12-01T00:00:00.000,2766,0,6463,0,0,6195.84,0,25270.33,0,0,31466.17
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00156,RIO HONDO ISD,Educational Institution,Public,1,5,031-911,CAMERON,3,3,2022-02-01T00:00:00.000,21824,0,22948,0,0,51722.88,0,94775.24,0,0,146498.12
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00875,BANQUETE ISD,Educational Institution,Public,2,5,178-913,NUECES,3,3,2021-10-01T00:00:00.000,7988,0,11890,0,0,17893.12,0,46489.9,0,0,64383.02
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00110,HUBBARD ISD-DE KALB,Educational Institution,Public,8,2,019-913,BOWIE,1,1,2021-11-01T00:00:00.000,709,0,927,0,0,1588.16,0,3624.57,0,0,5212.73
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00641,BUNA ISD,Educational Institution,Public,5,3,121-903,JASPER,3,3,2022-02-01T00:00:00.000,11052,0,15333,0,0,26193.24,0,63325.29,0,0,89518.53
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00951,LANEVILLE ISD,Educational Institution,Public,7,2,201-903,RUSK,1,1,2022-05-01T00:00:00.000,1552,0,1853,0,0,3678.24,0,7652.89,0,0,11331.13
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00180,WELLS ISD,Educational Institution,Public,7,2,037-909,CHEROKEE,1,1,2022-04-01T00:00:00.000,1490,0,2844,0,0,3531.3,0,11745.72,0,0,15277.02
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00089,FT SAM HOUSTON ISD,Educational Institution,Public,20,4,015-914,BEXAR,2,2,2022-04-01T00:00:00.000,12118,0,22718,0,0,28719.66,0,93825.34,0,0,122545
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00126,MARATHON ISD,Educational Institution,Public,18,1,022-902,BREWSTER,1,1,2021-11-01T00:00:00.000,666,0,0,0,0,1491.84,0,0,0,0,1491.84
2021-2022,SUMMERSSOCEREIMBURSEMENTS,00996,CHAPEL HILL ISD-TYLER,Educational Institution,Public,7,2,212-909,SMITH,5,5,2022-04-01T00:00:00.000,21573,0,44963,0,0,51128.01,0,185697.19,0,0,236825.2
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01074,LAKE TRAVIS ISD,Educational Institution,Public,13,4,227-913,TRAVIS,7,7,2021-11-01T00:00:00.000,8434,0,46319,0,0,18892.16,0,181107.29,0,0,199999.45
2021-2022,SUMMERSSOCEREIMBURSEMENTS,01013,EAST FORT WORTH  MONTESSORI  ACADEMY,Educational Institution,Charter,11,2,220-811,TARRANT,1,1,2022-05-01T00:00:00.000,1388,0,2687,0,0,3289.56,0,11097.31,0,0,14386.87
