programyear,reporttype,ceid,cename,typeofagency,typeoforg,esc,tdaregion,siteid,sitename,countydistrictcode,cecounty,sitecounty,claimdate,breakfastdays,breakfasttotal,breakfastadp,amsnackdays,amsnacktotal,amsnackadp,lunchdays,lunchtotal,lunchadp,pmsnackdays,pmsnacktotal,pmsnackadp,supperdays,suppertotal,supperadp
2018-2019,SUMMERSSOCLAIMS,00032,BASTROP ISD,Educational Institution,Public,13,4,0101,EMILE ELEMENTARY,011-901,BASTROP,BASTROP,2019-07-01T00:00:00.000,20,987,49.35,0,0,0,20,1241,62.05,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00032,BASTROP ISD,Educational Institution,Public,13,4,0102,MINA ELEMENTARY,011-901,BASTROP,BASTROP,2019-06-01T00:00:00.000,20,785,39.25,0,0,0,20,1345,67.25,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00032,BASTROP ISD,Educational Institution,Public,13,4,0102,MINA ELEMENTARY,011-901,BASTROP,BASTROP,2019-07-01T00:00:00.000,20,1346,67.3,0,0,0,20,1737,86.85,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00032,BASTROP ISD,Educational Institution,Public,13,4,0103,CEDAR CREEK ELEMENTARY,011-901,BASTROP,BASTROP,2019-06-01T00:00:00.000,16,1182,73.88,0,0,0,16,2157,134.81,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00032,BASTROP ISD,Educational Institution,Public,13,4,0106,CEDAR CREEK MIDDLE SCHOOL,011-901,BASTROP,BASTROP,2019-06-01T00:00:00.000,12,972,81,0,0,0,12,3050,254.17,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00032,BASTROP ISD,Educational Institution,Public,13,4,0106,CEDAR CREEK MIDDLE SCHOOL,011-901,BASTROP,BASTROP,2019-07-01T00:00:00.000,7,124,17.71,0,0,0,7,124,17.71,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00032,BASTROP ISD,Educational Institution,Public,13,4,0109,BLUEBONNET ELEMENTARY SCHOOL,011-901,BASTROP,BASTROP,2019-06-01T00:00:00.000,20,1051,52.55,0,0,0,20,1365,68.25,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00032,BASTROP ISD,Educational Institution,Public,13,4,0109,BLUEBONNET ELEMENTARY SCHOOL,011-901,BASTROP,BASTROP,2019-07-01T00:00:00.000,20,809,40.45,0,0,0,20,1163,58.15,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00036,SEYMOUR ISD,Educational Institution,Public,9,2,0101,SEYMOUR EL,012-901,BAYLOR,BAYLOR,2019-05-01T00:00:00.000,7,49,7,0,0,0,7,100,14.29,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00036,SEYMOUR ISD,Educational Institution,Public,9,2,0101,SEYMOUR EL,012-901,BAYLOR,BAYLOR,2019-06-01T00:00:00.000,12,133,11.08,0,0,0,12,238,19.83,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00038,BEEVILLE ISD,Educational Institution,Public,2,5,0001,A C JONES HIGH SCHOOL,013-901,BEE,BEE,2019-05-01T00:00:00.000,2,7,3.5,0,0,0,2,49,24.5,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00038,BEEVILLE ISD,Educational Institution,Public,2,5,0001,A C JONES HIGH SCHOOL,013-901,BEE,BEE,2019-06-01T00:00:00.000,16,215,13.44,0,0,0,16,293,18.31,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00038,BEEVILLE ISD,Educational Institution,Public,2,5,0041,MORENO J H,013-901,BEE,BEE,2019-05-01T00:00:00.000,2,283,141.5,0,0,0,2,241,120.5,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00038,BEEVILLE ISD,Educational Institution,Public,2,5,0041,MORENO J H,013-901,BEE,BEE,2019-06-01T00:00:00.000,16,1615,100.94,0,0,0,16,1366,85.38,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00038,BEEVILLE ISD,Educational Institution,Public,2,5,0102,FADDEN-MCKEOWN-CHAMBLISS ELEMENTARY,013-901,BEE,BEE,2019-05-01T00:00:00.000,2,142,71,0,0,0,2,521,260.5,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00038,BEEVILLE ISD,Educational Institution,Public,2,5,0102,FADDEN-MCKEOWN-CHAMBLISS ELEMENTARY,013-901,BEE,BEE,2019-06-01T00:00:00.000,16,863,53.94,0,0,0,16,2323,145.19,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00039,PAWNEE ISD,Educational Institution,Public,2,5,0101,PAWNEE EL-J H,013-902,BEE,BEE,2019-05-01T00:00:00.000,4,48,12,0,0,0,4,76,19,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00039,PAWNEE ISD,Educational Institution,Public,2,5,0101,PAWNEE EL-J H,013-902,BEE,BEE,2019-06-01T00:00:00.000,16,227,14.19,0,0,0,16,306,19.13,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00040,PETTUS ISD,Educational Institution,Public,2,5,0101,PETTUS EL,013-903,BEE,BEE,2019-05-01T00:00:00.000,4,76,19,0,0,0,4,96,24,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00040,PETTUS ISD,Educational Institution,Public,2,5,0101,PETTUS EL,013-903,BEE,BEE,2019-06-01T00:00:00.000,16,373,23.31,0,0,0,16,570,35.63,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00041,SKIDMORE-TYNAN ISD,Educational Institution,Public,2,5,0001,SKIDMORE-TYNAN H S,013-905,BEE,BEE,2019-06-01T00:00:00.000,0,0,0,0,0,0,14,559,39.93,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00042,"PRIORITY SYSTEMS, INC.",Educational Institution,Charter,12,2,0003,COVE CHARTER ACADEMY,014-803,BELL,CORYELL,2019-06-01T00:00:00.000,20,494,24.7,0,0,0,20,466,23.3,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00042,"PRIORITY SYSTEMS, INC.",Educational Institution,Charter,12,2,0101,TEMPLE CHARTER ACADEMY,014-803,BELL,BELL,2019-06-01T00:00:00.000,20,137,6.85,0,0,0,20,296,14.8,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00044,BARTLETT ISD,Educational Institution,Public,12,2,0001,BARTLETT SCHOOLS,014-902,BELL,BELL,2019-06-01T00:00:00.000,16,675,42.19,0,0,0,16,708,44.25,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00044,BARTLETT ISD,Educational Institution,Public,12,2,0001,BARTLETT SCHOOLS,014-902,BELL,BELL,2019-07-01T00:00:00.000,8,46,5.75,0,0,0,8,94,11.75,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00051,TROY ISD,Educational Institution,Public,12,2,0001,TROY HIGH SCHOOL,014-910,BELL,BELL,2019-06-01T00:00:00.000,16,168,10.5,0,0,0,0,0,0,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00059,ACADEMY OF AMERICA DBA BEXAR COUNTY ACADEMY,Educational Institution,Charter,20,4,0101,ACADEMY OF SAN ANTONIO,015-809,BEXAR,BEXAR,2019-06-01T00:00:00.000,15,471,31.4,0,0,0,15,527,35.13,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00059,ACADEMY OF AMERICA DBA BEXAR COUNTY ACADEMY,Educational Institution,Charter,20,4,0101,ACADEMY OF SAN ANTONIO,015-809,BEXAR,BEXAR,2019-07-01T00:00:00.000,7,80,11.43,0,0,0,7,185,26.43,0,0,0,0,0,0
2018-2019,SUMMERSSOCLAIMS,00067,JUBILEE ACADEMIES,Educational Institution,Charter,20,4,0001,JUBILEE SAN ANTONIO,015-822,BEXAR,BEXAR,2019-06-01T00:00:00.000,19,1513,79.63,0,0,0,20,2637,131.85,0,0,0,0,0,0
