cesiteid,programyear,program,ceid,cename,typeofagency,typeoforg,esc,tdaregion,siteid,sitename,cecounty,sitecounty,claimdate,breakfastdays,breakfast,secondbreakfast,breakfasttotal,amsnackdays,amsnack,secondamsnack,amsnacktotal,lunchdays,lunch,secondlunch,lunchtotal,pmsnackdays,pmsnack,secondpmsnack,pmsnacktotal,supperdays,supper,secondsupper,suppertotal,totalsnacks,totalmeals_snacks
01551-1319,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1319,Kids Cafe N West,WICHITA,WICHITA,2018-05-01T00:00:00.000,0,0,0,0,0,0,0,0,3,85,0,85,3,117,0,117,0,0,0,0,117,202
01551-1319,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1319,Kids Cafe N West,WICHITA,WICHITA,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,20,673,7,680,19,711,0,711,0,0,0,0,711,1391
01551-1319,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1319,Kids Cafe N West,WICHITA,WICHITA,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,730,5,735,18,735,0,735,0,0,0,0,735,1470
01551-1319,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,Private Nonprofit,9,2,1319,Kids Cafe N West,WICHITA,WICHITA,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,2,70,0,70,2,83,0,83,0,0,0,0,83,153
01554-1332,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1332,Campbell Recreation Center,DALLAS,DALLAS,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,20,1200,0,1200,0,0,0,0,1200,1200
01554-1332,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1332,Campbell Recreation Center,DALLAS,DALLAS,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,21,807,0,807,0,0,0,0,807,807
01554-1332,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1332,Campbell Recreation Center,DALLAS,DALLAS,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,13,1033,0,1033,0,0,0,0,1033,1033
01554-1341,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1341,Timberglen Recreation Center,DALLAS,DALLAS,2018-06-01T00:00:00.000,11,440,0,440,0,0,0,0,11,440,0,440,0,0,0,0,0,0,0,0,0,880
01554-1341,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1341,Timberglen Recreation Center,DALLAS,DALLAS,2018-07-01T00:00:00.000,21,666,0,666,0,0,0,0,21,596,0,596,0,0,0,0,0,0,0,0,0,1262
01554-1341,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1341,Timberglen Recreation Center,DALLAS,DALLAS,2018-08-01T00:00:00.000,10,521,0,521,0,0,0,0,10,521,0,521,0,0,0,0,0,0,0,0,0,1042
01554-1350,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1350,Fretz Recreation Center,DALLAS,DALLAS,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,11,275,0,275,11,275,0,275,0,0,0,0,275,550
01554-1350,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1350,Fretz Recreation Center,DALLAS,DALLAS,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,236,0,236,21,342,0,342,0,0,0,0,342,578
01554-1350,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1350,Fretz Recreation Center,DALLAS,DALLAS,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,10,250,0,250,10,250,0,250,0,0,0,0,250,500
01554-1356,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1356,HAL CIENDA DEL SOL HOMES,DALLAS,DALLAS,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,11,140,0,140,11,168,0,168,0,0,0,0,168,308
01554-1356,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1356,HAL CIENDA DEL SOL HOMES,DALLAS,DALLAS,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,525,0,525,21,525,0,525,0,0,0,0,525,1050
01554-1356,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1356,HAL CIENDA DEL SOL HOMES,DALLAS,DALLAS,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,13,136,0,136,13,342,0,342,0,0,0,0,342,478
01554-1376,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1376,J.C. Phelp Recreation Center,DALLAS,DALLAS,2018-06-01T00:00:00.000,11,485,0,485,0,0,0,0,11,485,0,485,0,0,0,0,0,0,0,0,0,970
01554-1376,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1376,J.C. Phelp Recreation Center,DALLAS,DALLAS,2018-07-01T00:00:00.000,21,950,0,950,0,0,0,0,21,950,0,950,0,0,0,0,0,0,0,0,0,1900
01554-1376,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1376,J.C. Phelp Recreation Center,DALLAS,DALLAS,2018-08-01T00:00:00.000,10,312,0,312,0,0,0,0,10,692,0,692,0,0,0,0,0,0,0,0,0,1004
01554-1416,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1416,Madison Pointe Apartments,DALLAS,DALLAS,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,11,137,0,137,11,142,0,142,0,0,0,0,142,279
01554-1416,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1416,Madison Pointe Apartments,DALLAS,DALLAS,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,229,0,229,21,285,0,285,0,0,0,0,285,514
01554-1416,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1416,Madison Pointe Apartments,DALLAS,DALLAS,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,13,591,0,591,13,501,0,501,0,0,0,0,501,1092
01554-1460,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1460,New Mount Zion B.C. - Spark,DALLAS,DALLAS,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,11,231,0,231,11,209,0,209,0,0,0,0,209,440
01554-1460,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1460,New Mount Zion B.C. - Spark,DALLAS,DALLAS,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,15,219,0,219,15,235,0,235,0,0,0,0,235,454
01554-1473,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1473,Safe Hands - Hillburn Hills Apartments,DALLAS,DALLAS,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,11,483,0,483,11,502,0,502,0,0,0,0,502,985
01554-1473,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1473,Safe Hands - Hillburn Hills Apartments,DALLAS,DALLAS,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,585,0,585,21,620,0,620,0,0,0,0,620,1205
01554-1473,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1473,Safe Hands - Hillburn Hills Apartments,DALLAS,DALLAS,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,13,611,0,611,13,504,0,504,0,0,0,0,504,1115
01554-1486,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1486,Zenith Learning Center - Harmony Euless,DALLAS,TARRANT,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,11,576,0,576,11,576,0,576,0,0,0,0,576,1152
01554-1486,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1486,Zenith Learning Center - Harmony Euless,DALLAS,TARRANT,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,10,71,0,71,10,78,0,78,0,0,0,0,78,149
01554-1529,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1529,Chapel Hill Academy,DALLAS,TARRANT,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,7,244,0,244,7,301,0,301,0,0,0,0,301,545
01554-1532,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1532,Salvation Army - Pleasant Grove,DALLAS,DALLAS,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,20,825,0,825,20,660,0,660,0,0,0,0,660,1485
01554-1532,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1532,Salvation Army - Pleasant Grove,DALLAS,DALLAS,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,867,0,867,21,688,0,688,0,0,0,0,688,1555
01554-1541,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1541,Shiloh Village Apartments,DALLAS,DALLAS,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,11,440,0,440,11,405,0,405,0,0,0,0,405,845
01554-1541,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1541,Shiloh Village Apartments,DALLAS,DALLAS,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,5,110,0,110,5,85,0,85,0,0,0,0,85,195
01554-1543,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1543,Marbella Apartments - Safe Hands Inc.,DALLAS,DALLAS,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,11,256,0,256,11,323,0,323,0,0,0,0,323,579
01554-1543,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1543,Marbella Apartments - Safe Hands Inc.,DALLAS,DALLAS,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,335,0,335,21,327,0,327,0,0,0,0,327,662
01554-1543,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1543,Marbella Apartments - Safe Hands Inc.,DALLAS,DALLAS,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,13,498,0,498,13,522,0,522,0,0,0,0,522,1020
01554-1559,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1559,Arcadia Park Recreation Center,DALLAS,DALLAS,2018-06-01T00:00:00.000,11,680,0,680,0,0,0,0,11,851,0,851,0,0,0,0,0,0,0,0,0,1531
01554-1559,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1559,Arcadia Park Recreation Center,DALLAS,DALLAS,2018-07-01T00:00:00.000,21,770,0,770,0,0,0,0,21,896,0,896,0,0,0,0,0,0,0,0,0,1666
01554-1559,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1559,Arcadia Park Recreation Center,DALLAS,DALLAS,2018-08-01T00:00:00.000,13,613,0,613,0,0,0,0,13,613,0,613,0,0,0,0,0,0,0,0,0,1226
01554-1560,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1560,Jaycee Zaragoza Recreation Center,DALLAS,DALLAS,2018-06-01T00:00:00.000,11,1183,0,1183,0,0,0,0,11,1152,0,1152,0,0,0,0,0,0,0,0,0,2335
01554-1560,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1560,Jaycee Zaragoza Recreation Center,DALLAS,DALLAS,2018-07-01T00:00:00.000,21,1370,0,1370,0,0,0,0,21,1285,0,1285,0,0,0,0,0,0,0,0,0,2655
01554-1560,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1560,Jaycee Zaragoza Recreation Center,DALLAS,DALLAS,2018-08-01T00:00:00.000,13,984,0,984,0,0,0,0,13,988,0,988,0,0,0,0,0,0,0,0,0,1972
01554-1568,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1568,Singing Hills Recreation Center,DALLAS,DALLAS,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,11,761,0,761,11,605,0,605,0,0,0,0,605,1366
01554-1568,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1568,Singing Hills Recreation Center,DALLAS,DALLAS,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,900,0,900,21,899,0,899,0,0,0,0,899,1799
01554-1568,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1568,Singing Hills Recreation Center,DALLAS,DALLAS,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,13,585,0,585,13,585,0,585,0,0,0,0,585,1170
01554-1570,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1570,Dallas Heritage Village - Boy Scouts,DALLAS,DALLAS,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,4,230,0,230,0,0,0,0,0,0,0,0,0,230
01554-1571,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1571,The Southern Cross - Boy Scouts,DALLAS,DALLAS,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,4,260,0,260,0,0,0,0,0,0,0,0,0,260
01554-1573,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1573,MLK Recreation Center,DALLAS,DALLAS,2018-06-01T00:00:00.000,11,417,0,417,0,0,0,0,11,738,0,738,0,0,0,0,0,0,0,0,0,1155
01554-1573,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1573,MLK Recreation Center,DALLAS,DALLAS,2018-07-01T00:00:00.000,21,426,0,426,0,0,0,0,21,470,0,470,0,0,0,0,0,0,0,0,0,896
01554-1573,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1573,MLK Recreation Center,DALLAS,DALLAS,2018-08-01T00:00:00.000,13,422,0,422,0,0,0,0,13,598,0,598,0,0,0,0,0,0,0,0,0,1020
01554-1574,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1574,Juanita J Craft Recreation Center,DALLAS,DALLAS,2018-06-01T00:00:00.000,11,555,0,555,0,0,0,0,11,476,0,476,0,0,0,0,0,0,0,0,0,1031
01554-1574,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1574,Juanita J Craft Recreation Center,DALLAS,DALLAS,2018-07-01T00:00:00.000,21,591,0,591,0,0,0,0,21,501,0,501,0,0,0,0,0,0,0,0,0,1092
01554-1574,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1574,Juanita J Craft Recreation Center,DALLAS,DALLAS,2018-08-01T00:00:00.000,13,950,0,950,0,0,0,0,13,950,0,950,0,0,0,0,0,0,0,0,0,1900
01554-1575,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1575,SCC Summer Fun Camps,DALLAS,DALLAS,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,10,300,0,300,10,300,0,300,0,0,0,0,300,600
01554-1575,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1575,SCC Summer Fun Camps,DALLAS,DALLAS,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,20,412,0,412,20,522,0,522,0,0,0,0,522,934
01554-1577,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1577,AW Brown Golden Eagles/Fellowship Enrichmnent,DALLAS,DALLAS,2018-06-01T00:00:00.000,11,990,0,990,0,0,0,0,11,990,0,990,0,0,0,0,0,0,0,0,0,1980
01554-1577,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1577,AW Brown Golden Eagles/Fellowship Enrichmnent,DALLAS,DALLAS,2018-07-01T00:00:00.000,15,584,0,584,0,0,0,0,15,414,0,414,0,0,0,0,0,0,0,0,0,998
01554-1577,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1577,AW Brown Golden Eagles/Fellowship Enrichmnent,DALLAS,DALLAS,2018-08-01T00:00:00.000,10,670,0,670,0,0,0,0,10,696,0,696,0,0,0,0,0,0,0,0,0,1366
01554-1579,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1579,Cummings Recreation Center,DALLAS,DALLAS,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,11,550,0,550,11,539,0,539,0,0,0,0,539,1089
01554-1579,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1579,Cummings Recreation Center,DALLAS,DALLAS,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,847,0,847,21,864,0,864,0,0,0,0,864,1711
01554-1579,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1579,Cummings Recreation Center,DALLAS,DALLAS,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,13,650,0,650,13,650,0,650,0,0,0,0,650,1300
01554-1581,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1581,Park in the Woods Recreation Center,DALLAS,DALLAS,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,11,550,0,550,11,550,0,550,0,0,0,0,550,1100
01554-1581,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1581,Park in the Woods Recreation Center,DALLAS,DALLAS,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,898,0,898,21,541,0,541,0,0,0,0,541,1439
01554-1581,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1581,Park in the Woods Recreation Center,DALLAS,DALLAS,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,13,650,0,650,13,650,0,650,0,0,0,0,650,1300
01554-1584,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1584,Beckley Saner Recreation Center,DALLAS,DALLAS,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,11,660,0,660,11,660,0,660,0,0,0,0,660,1320
01554-1584,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1584,Beckley Saner Recreation Center,DALLAS,DALLAS,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,776,0,776,21,1033,0,1033,0,0,0,0,1033,1809
01554-1584,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1584,Beckley Saner Recreation Center,DALLAS,DALLAS,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,13,584,0,584,13,514,0,514,0,0,0,0,514,1098
01554-1589,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1589,LBJ Garden Villas - United University Inc. Program,DALLAS,DALLAS,2018-06-01T00:00:00.000,0,0,0,0,10,210,0,210,10,266,0,266,0,0,0,0,0,0,0,0,210,476
01554-1589,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1589,LBJ Garden Villas - United University Inc. Program,DALLAS,DALLAS,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01554-1589,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,Private Nonprofit,10,2,1589,LBJ Garden Villas - United University Inc. Program,DALLAS,DALLAS,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,9,384,0,384,0,0,0,0,0,0,0,0,0,384
01564-1210,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01564,"DAYSPRING FAMILY CHURCH, INC.",Private Non Profit Organization,Private Nonprofit,10,2,1210,Garden Plaza Apts,DALLAS,DALLAS,2018-06-01T00:00:00.000,0,0,0,0,0,0,0,0,18,479,0,479,18,479,0,479,0,0,0,0,479,958
01564-1210,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01564,"DAYSPRING FAMILY CHURCH, INC.",Private Non Profit Organization,Private Nonprofit,10,2,1210,Garden Plaza Apts,DALLAS,DALLAS,2018-07-01T00:00:00.000,0,0,0,0,0,0,0,0,21,878,0,878,21,846,0,846,0,0,0,0,846,1724
01564-1210,2017-2018,SUMMER_FOOD_SERVICE_PROG_MEALS,01564,"DAYSPRING FAMILY CHURCH, INC.",Private Non Profit Organization,Private Nonprofit,10,2,1210,Garden Plaza Apts,DALLAS,DALLAS,2018-08-01T00:00:00.000,0,0,0,0,0,0,0,0,3,129,0,129,3,129,0,129,0,0,0,0,129,258
